Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Marvel's Spider-Man 2,2023-12-31,127044,15,991,co5vrx
2,The Legend of Zelda: Tears of the Kingdom,2023-05-12,119388,14,21,co5vmg
3,Star Wars Jedi: Survivor,2023-04-28,201156,13,721,co5uzk
4,Starfield,2023-09-06,96437,12,985,co39vv
5,Hogwarts Legacy,2023-02-10,136625,11,20,co2gn3
6,Final Fantasy XVI,2023-06-22,31551,10,987,co5w3k
7,Resident Evil 4,2023-03-24,132181,9,212,co4tg4
8,Dead Space,2023-01-27,159119,8,88,co5esn
9,Assassin's Creed Mirage,2023-10-12,215060,7,994,co57sj
10,Diablo IV,2023-06-02,125165,6,986,co69sm
11,Suicide Squad: Kill the Justice League,2024-02-02,136627,5,995,co40fu
12,Wo Long: Fallen Dynasty,2023-03-03,204628,4,996,co4v34
13,Hades II,1970-01-01,228525,3,1008,co5va1
14,Alan Wake II,2023-10-17,185246,2,998,co6jar
15,Armored Core VI: Fires of Rubicon,2023-08-25,228542,1,999,co6ffo
