Position,Title,TotalScore,ListsAppeared
1,God of War (2018),30,2
2,Florence (2018),25,2
3,Red Dead Redemption 2 (2018),24,2
4,Celeste (2018),21,2
5,Assassin's Creed Odyssey (2018),19,2
6,Marvel's Spider-Man (2018),16,2
7,Return of the Obra Dinn (2018),14,1
8,Tetris Effect (2018),12,1
9,Dead Cells (2018),11,1
10,Into the Breach (2018),9,1
11,Astro Bot: Rescue Mission (2018),8,1
12,Monster Hunter: World (2018),8,1
13,Graveyard Keeper (2018),7,1
14,Far Cry 5 (2018),6,1
15,Hollow Knight (2017),5,1
16,Super Smash Bros. Ultimate (2018),4,1
17,Fortnite (2017),3,1
18,BattleTech (2018),2,1
19,Minit (2018),1,1
