Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Super Smash Bros. Ultimate,2018-12-07,90101,15,91,co2255
2,Street Fighter 30th Anniversary Collection,2018-05-29,77175,14,819,co1nvd
3,Mortal Kombat 11,2019-04-22,112916,13,402,co20mh
4,Ultimate Marvel vs. Capcom 3,2011-11-15,2066,12,815,co1yej
5,Injustice 2,2017-05-16,19470,11,820,co1xym
6,Dragon Ball FighterZ,2018-01-26,36911,10,813,co1nih
7,SoulCalibur VI,2018-10-18,76885,9,821,co1x6j
8,Tekken 7,2015-02-18,7498,8,812,co1w4f
9,Skullgirls: 2nd Encore,2015-07-07,11179,7,822,co21fn
10,Street Fighter V,2016-02-15,8258,6,823,co1pka
11,Killer Instinct,2013-11-22,10354,5,816,co1nn0
12,The King of Fighters XV,2022-02-16,113104,4,824,co6gt4
13,Guilty Gear Xrd: Rev 2,2017-03-30,26801,3,825,co1tqv
14,Virtua Fighter 5,2006-07-20,1555,2,826,co1tyl
15,Persona 4 Arena Ultimax,2013-11-28,11445,1,827,co5k1y
