SourceName,SourceURL,SourceId,GeneratedCsvPath
Polygon,https://www.polygon.com/2018/5/29/17386324/best-games-2018-ps4-pc-xbox-one,133,polygon - 2023-06-15_23-11-09.csv
GamesRadar+,https://www.gamesradar.com/best-games-2018/,129,gamesradar+ - 2023-06-16_00-48-17.csv
