Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Elden Ring,2022-02-25,119133,15,10,co4jni
2,God of War Ragnarök,2022-11-09,112875,14,143,co5s5v
3,Vampire Survivors,2021-12-17,186725,13,252,co4bzv
4,Marvel Snap,2022-10-18,202279,12,255,co5kkd
5,Citizen Sleeper,2022-05-05,152271,11,250,co4zl5
6,Neon White,2022-06-16,143612,10,261,co2tgh
7,Horizon Forbidden West,2022-02-18,112874,9,17,co2gvu
8,Norco,2022-03-24,129097,8,155,co3nu3
9,Signalis,2022-10-27,103244,7,260,co62ig
10,Xenoblade Chronicles 3,2022-07-29,191411,6,89,co4ocq
