Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,The Legend of Zelda: Tears of the Kingdom,2023-05-12,119388,15,21,co5vmg
2,Starfield,2023-09-06,96437,14,985,co39vv
3,Baldur's Gate 3,2020-10-06,119171,13,989,co670h
4,Resident Evil 4,2023-03-24,132181,12,212,co4tg4
5,Diablo IV,2023-06-02,125165,11,986,co69sm
6,Dredge,2023-03-30,164867,10,706,co69zw
7,Star Wars Jedi: Survivor,2023-04-28,201156,9,721,co5uzk
8,Final Fantasy XVI,2023-06-22,31551,8,987,co5w3k
9,Armored Core VI: Fires of Rubicon,2023-08-25,228542,7,999,co6ffo
10,Dead Space,2023-01-27,159119,6,88,co5esn
11,Pikmin 4,2023-07-21,59843,5,1445,co657e
12,Shadow Gambit: The Cursed Crew,2023-08-17,233307,4,2028,co67is
13,Sea of Stars,2023-08-28,131890,3,1908,co215b
14,Horizon Call of the Mountain,2023-02-22,186309,2,210,co4ti4
15,Hi-Fi Rush,2023-01-25,233585,1,722,co6219
