Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,The Last of Us,2013-06-14,1009,15,320,co1r7f
2,Grand Theft Auto V,2013-09-17,1020,14,323,co2lbd
3,Uncharted 2: Among Thieves,2009-10-13,565,13,321,co1tnb
4,Red Dead Redemption,2010-05-18,434,12,322,co2lcv
5,Mass Effect 2,2010-01-26,74,11,334,co20ac
6,Batman: Arkham City,2011-10-18,501,10,327,co1voh
7,Portal 2,2011-04-18,72,9,325,co1rs4
8,Metal Gear Solid 4: Guns of the Patriots,2008-06-12,380,8,335,co5eju
9,BioShock Infinite,2013-02-26,538,7,333,co2n12
10,Grand Theft Auto IV,2008-04-29,731,6,337,co2lbv
11,BioShock,2007-08-21,20,5,391,co2mli
12,The Elder Scrolls V: Skyrim,2011-11-10,472,4,392,co1tnw
13,Journey,2012-03-13,1352,3,332,co1q8q
14,God of War III,2010-03-16,499,2,486,co3koi
15,Uncharted 3: Drake's Deception,2011-11-01,512,1,487,co1tp8
