Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Chrono Trigger,1995-03-11,1802,15,519,co3plw
2,Planescape: Torment,1999-12-12,832,14,734,co3ggb
3,The Witcher 3: Wild Hunt,2015-05-19,1942,13,347,co1wyy
4,Final Fantasy VI,1994-04-02,426,12,515,co31c2
5,Suikoden II,1998-12-17,1454,11,340,co1y6a
6,Ultima VII: The Black Gate,1992-04-16,6165,10,1507,co2zq7
7,Fallout,1997-09-30,13,9,1064,co1ybn
8,Quest for Glory V: Dragon Fire,1998-12-07,1897,8,1508,co21fr
9,Persona 4,2008-07-10,9600,7,445,co1u07
10,Baldur's Gate II: Shadows of Amn,2000-09-21,6,6,1089,co1y4w
11,The Elder Scrolls III: Morrowind,2002-05-01,56,5,800,co2knd
12,Star Wars: Knights of the Old Republic,2003-07-15,116,4,790,co1tmz
13,Fallout: New Vegas,2010-10-19,16,3,484,co1u60
14,Pokémon Gold,1999-11-21,1558,2,1509,co5pia
15,Mass Effect,2007-11-20,73,1,1140,co1x7o
