Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Divinity: Original Sin II - Definitive Edition,2018-08-31,103337,15,726,co1y5o
2,Disco Elysium: The Final Cut,2021-03-30,141540,14,431,co2ve1
3,Baldur's Gate 3,2020-10-06,119171,13,989,co670h
4,Elden Ring,2022-02-25,119133,12,10,co4jni
5,Mass Effect 2,2010-01-26,74,11,334,co20ac
6,The Elder Scrolls V: Skyrim,2011-11-10,472,10,392,co1tnw
7,The World Ends with You: Solo Remix for iPad,2012-08-27,103714,9,1498,co52v1
8,Baldur's Gate II: Shadows of Amn,2000-09-21,6,8,1089,co1y4w
9,Persona 5 Royal,2019-10-31,114283,7,108,co1nic
10,Vampire Survivors,2021-12-17,186725,6,252,co4bzv
11,Final Fantasy IX,2000-07-07,421,5,302,co2unc
12,Legend of Grimrock,2012-04-11,6328,4,1499,co1mpw
13,Chrono Cross,1999-11-18,1804,3,383,co1oj7
14,The Elder Scrolls IV: Oblivion,2006-03-20,59,2,1129,co1tc8
15,The Witcher 3: Wild Hunt - Complete Edition,2016-08-29,119402,1,843,co5uct
