Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Minecraft,2011-11-18,121,15,201,co49x5
2,Undertale,2015-09-15,12517,14,413,co2855
3,Limbo,2010-07-21,1331,13,635,co1qrs
4,Journey,2012-03-13,1352,12,332,co1q8q
5,Amnesia: The Dark Descent,2010-09-08,111,11,1010,co1qq5
6,Stardew Valley,2016-02-26,17000,10,386,xrpmydnu9rpxvxfjkiu7
7,The Binding of Isaac,2011-09-28,2132,9,617,co1qll
8,Shovel Knight,2014-06-26,7444,8,528,co1p9i
9,Hollow Knight,2017-02-24,14593,7,145,co1rgi
10,Cave Story,2004-12-20,6189,6,636,co4q30
