Position,Title,TotalScore,ListsAppeared
1,Call of Duty (2003),41,3
2,Star Wars: Knights of the Old Republic (2003),39,3
3,Prince of Persia: The Sands of Time (2003),35,3
4,The Legend of Zelda: The Wind Waker (2002),20,2
5,The Simpsons: Hit & Run (2003),15,1
6,Max Payne 2: The Fall of Max Payne (2003),14,1
7,Finding Nemo (2003),13,1
8,True Crime: Streets of LA (2003),12,1
9,Viewtiful Joe (2003),12,1
10,Need for Speed: Underground (2003),11,1
11,"WarioWare, Inc.: Mega Microgames! (2003)",11,1
12,Tom Clancy's Rainbow Six 3 (2003),10,1
13,Manhunt (2003),8,1
14,Jak II (2003),8,1
15,SpongeBob SquarePants: Battle For Bikini Bottom (2003),7,1
16,Castlevania: Aria of Sorrow (2003),7,1
17,Tony Hawk's Underground (2003),6,1
18,Panzer Dragoon Orta (2002),6,1
