Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Asgard’s Wrath II,2023-12-15,251569,15,2108,co7kft
2,Beat Saber,2019-05-21,83731,14,33,co20ux
3,Cubism,2020-09-17,95591,13,1331,co2m6x
4,Drop Dead: The Cabin,2023-02-16,238999,12,2118,co66lb
5,Dungeons of Eternity,2023-10-05,251564,11,2119,co6knd
6,Espire 2,2022-11-17,198228,10,2120,co4ogv
7,Ghostbusters: Rise of the Ghost Lord,2023-10-26,228529,9,2121,co5vck
8,PowerWash Simulator VR,2023-11-02,251557,8,2122,co7kxu
9,Resident Evil 4,2005-01-11,974,7,426,co2wk8
10,Synth Riders,2018-07-12,105333,6,2123,co4bi6
11,The Walking Dead: Saints & Sinners,2020-01-23,105416,5,50,co1tgc
