Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,PowerWash Simulator VR,2023-11-02,251557,15,2122,co7kxu
2,Vader Immortal: A Star Wars VR Series,2019-05-21,125987,14,68,co31db
3,The Walking Dead: Saints & Sinners,2020-01-23,105416,13,50,co1tgc
4,The Last Clockwinder,2022-06-02,189856,12,84,co4tdy
5,Keep Talking and Nobody Explodes,2015-07-16,13226,11,69,aykvlxlmax2rcvljwkqn
6,Red Matter 2,2022-08-18,198227,10,1895,co52ly
7,Beat Saber,2019-05-21,83731,9,33,co20ux
8,Asgard’s Wrath II,2023-12-15,251569,8,2108,co7kft
9,Walkabout Mini Golf,2020-09-24,142095,7,53,co2nf4
10,Resident Evil 4,2005-01-11,974,6,426,co2wk8
