Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Super Mario 64,1996-06-23,1074,15,30,co21mm
2,The Legend of Zelda: Ocarina of Time,1998-11-21,1029,14,27,co3nnx
3,Red Dead Redemption 2,2018-10-26,25076,13,352,co1q1f
4,Tetris,1984-12-31,180279,12,421,co4vot
5,Super Mario Bros. 3,1988-10-23,1068,11,507,co6bpy
6,Teenage Mutant Ninja Turtles: Turtles in Time,1991-09-18,205211,10,2270,co4vpe
7,Pokémon Red Version,1996-02-27,1561,9,513,co5pi4
8,GoldenEye 007,1997-08-23,1638,8,219,co62k0
9,Grand Theft Auto III,2001-10-22,730,7,433,co2lb8
10,Mortal Kombat,1993-09-09,242151,6,737,co69x7
11,Resident Evil 2,1998-01-21,880,5,248,co2vz0
12,Tony Hawk's Pro Skater 3,2001-10-28,914,4,432,co2nj3
13,Mike Tyson's Punch-Out!!,1987-10-18,2195,3,557,co6386
14,Elden Ring,2022-02-25,119133,2,10,co4jni
15,Street Fighter II,1991-02-01,3186,1,425,co55et
