Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,The Last of Us Part II,2020-06-19,26192,15,11,co5ziw
2,Marvel's Spider-Man: Miles Morales,2020-11-12,134581,14,157,co2dwe
3,Demon's Souls,2020-11-12,134606,13,356,co2kj9
4,Persona 5 Royal,2019-10-31,114283,12,108,co1nic
5,Half-Life: Alyx,2020-03-23,126098,11,38,co1tq3
6,Final Fantasy VII Remake,2020-04-10,11169,10,409,co1qxr
7,Ghost of Tsushima,2020-07-17,75235,9,353,co2crj
8,Crusader Kings III,2020-09-01,124954,8,962,co2g3i
9,Star Wars: Squadrons,2020-10-01,134706,7,137,co3wlz
10,Assassin's Creed Valhalla,2020-11-10,133004,6,604,co2ed3
11,Doom Eternal,2020-03-19,103298,5,418,co3p5n
12,Ori and the Will of the Wisps,2020-03-10,37001,4,369,co2e1l
13,Animal Crossing: New Horizons,2020-03-19,109462,3,92,co3wls
14,Resident Evil 3,2020-04-03,115115,2,606,co22l7
15,Cyberpunk 2077,2020-12-09,1877,1,736,co4hk8
