Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Super Mario Bros.,1985-09-13,358,15,553,co6bni
2,The Legend of Zelda,1986-02-21,1022,14,18,co1uii
3,Tetris,1989-11-01,8197,13,673,co2ufk
4,Super Mario Bros. 3,1988-10-23,1068,12,507,co6bpy
5,Metroid,1986-08-06,1101,11,556,co1xe8
6,Final Fantasy,1987-12-18,385,10,561,co2xv8
7,Crystalis,1990-04-13,3121,9,674,co4ek8
8,Kirby's Adventure,1993-03-23,3717,8,675,co2xdv
9,Contra,1987-02-20,4598,7,562,co4ben
10,Castlevania,1986-09-26,1114,6,555,co6dcb
11,Teenage Mutant Ninja Turtles II: The Arcade Game,1990-12-01,3816,5,676,co4vvz
12,DuckTales,1989-09-14,6487,4,677,co3wks
13,Mike Tyson's Punch-Out!!,1987-10-18,2195,3,557,co6386
14,Excitebike,1984-11-28,4600,2,566,co3too
15,Kid Icarus,1986-12-19,3663,1,678,co20fh
